episode,reward,win_rate
100,1.0,0.25
101,-1.0,0.24752475247524752
102,-1.0,0.24509803921568626
103,-1.0,0.24271844660194175
104,0.0,0.2403846153846154
105,-1.0,0.23809523809523808
106,-1.0,0.2358490566037736
107,1.0,0.24299065420560748
108,-1.0,0.24074074074074073
109,-1.0,0.23853211009174313
110,-1.0,0.23636363636363636
111,-1.0,0.23423423423423423
112,-1.0,0.23214285714285715
113,-1.0,0.23008849557522124
114,1.0,0.23684210526315788
115,1.0,0.24347826086956523
116,-1.0,0.2413793103448276
117,1.0,0.24786324786324787
118,1.0,0.2542372881355932
119,-1.0,0.25210084033613445
120,-1.0,0.25
121,-1.0,0.24793388429752067
122,1.0,0.2540983606557377
123,-1.0,0.25203252032520324
124,-1.0,0.25
125,1.0,0.256
126,-1.0,0.25396825396825395
127,0.0,0.25196850393700787
128,1.0,0.2578125
129,1.0,0.26356589147286824
130,0.0,0.26153846153846155
131,-1.0,0.2595419847328244
132,1.0,0.26515151515151514
133,1.0,0.2706766917293233
134,-1.0,0.26865671641791045
135,-1.0,0.26666666666666666
136,0.0,0.2647058823529412
137,-1.0,0.26277372262773724
138,-1.0,0.2608695652173913
139,-1.0,0.2589928057553957
140,1.0,0.2642857142857143
141,-1.0,0.2624113475177305
142,-1.0,0.2605633802816901
143,-1.0,0.25874125874125875
144,1.0,0.2638888888888889
145,1.0,0.2689655172413793
146,-1.0,0.2671232876712329
147,-1.0,0.2653061224489796
148,-1.0,0.2635135135135135
149,1.0,0.2684563758389262
150,0.0,0.26666666666666666
151,-1.0,0.26490066225165565
152,1.0,0.26973684210526316
153,-1.0,0.2679738562091503
154,-1.0,0.2662337662337662
155,1.0,0.2709677419354839
156,-1.0,0.2692307692307692
157,-1.0,0.267515923566879
158,-1.0,0.26582278481012656
159,1.0,0.27044025157232704
160,0.0,0.26875
161,1.0,0.2732919254658385
162,-1.0,0.2716049382716049
163,-1.0,0.26993865030674846
164,-1.0,0.2682926829268293
165,-1.0,0.26666666666666666
166,-1.0,0.26506024096385544
167,-1.0,0.2634730538922156
168,-1.0,0.2619047619047619
169,1.0,0.26627218934911245
170,-1.0,0.2647058823529412
171,1.0,0.26900584795321636
172,1.0,0.27325581395348836
173,1.0,0.2774566473988439
174,1.0,0.28160919540229884
175,1.0,0.2857142857142857
176,1.0,0.2897727272727273
177,-1.0,0.288135593220339
178,0.0,0.28651685393258425
179,1.0,0.2905027932960894
180,-1.0,0.28888888888888886
181,-1.0,0.287292817679558
182,1.0,0.29120879120879123
183,-1.0,0.2896174863387978
184,-1.0,0.28804347826086957
185,-1.0,0.2864864864864865
186,-1.0,0.2849462365591398
187,-1.0,0.28342245989304815
188,1.0,0.2872340425531915
189,-1.0,0.2857142857142857
190,-1.0,0.28421052631578947
191,1.0,0.2879581151832461
192,-1.0,0.2864583333333333
193,-1.0,0.2849740932642487
194,1.0,0.28865979381443296
195,-1.0,0.28717948717948716
196,-1.0,0.2857142857142857
197,-1.0,0.28426395939086296
198,-1.0,0.2828282828282828
199,-1.0,0.2814070351758794
200,-1.0,0.28
201,1.0,0.2835820895522388
202,-1.0,0.28217821782178215
203,-1.0,0.28078817733990147
204,-1.0,0.27941176470588236
205,0.0,0.2780487804878049
206,-1.0,0.2766990291262136
207,-1.0,0.2753623188405797
208,0.0,0.27403846153846156
209,-1.0,0.2727272727272727
210,-1.0,0.2714285714285714
211,-1.0,0.27014218009478674
212,1.0,0.27358490566037735
213,-1.0,0.27230046948356806
214,-1.0,0.27102803738317754
215,1.0,0.2744186046511628
216,1.0,0.2777777777777778
217,1.0,0.28110599078341014
218,-1.0,0.2798165137614679
219,1.0,0.2831050228310502
220,-1.0,0.2818181818181818
221,0.0,0.28054298642533937
222,-1.0,0.27927927927927926
223,-1.0,0.27802690582959644
224,1.0,0.28125
225,-1.0,0.28
226,1.0,0.2831858407079646
227,-1.0,0.28193832599118945
228,1.0,0.2850877192982456
229,-1.0,0.2838427947598253
230,-1.0,0.2826086956521739
231,1.0,0.2857142857142857
232,1.0,0.28879310344827586
233,-1.0,0.2875536480686695
234,-1.0,0.2863247863247863
235,-1.0,0.2851063829787234
236,1.0,0.288135593220339
237,-1.0,0.2869198312236287
238,-1.0,0.2857142857142857
239,-1.0,0.28451882845188287
240,-1.0,0.2833333333333333
241,-1.0,0.2821576763485477
242,-1.0,0.2809917355371901
243,-1.0,0.27983539094650206
244,1.0,0.2827868852459016
245,1.0,0.2857142857142857
246,-1.0,0.2845528455284553
247,-1.0,0.2834008097165992
248,-1.0,0.28225806451612906
249,-1.0,0.28112449799196787
250,1.0,0.284
251,-1.0,0.28286852589641437
252,1.0,0.2857142857142857
253,-1.0,0.2845849802371542
254,-1.0,0.28346456692913385
255,1.0,0.28627450980392155
256,1.0,0.2890625
257,1.0,0.2918287937743191
258,1.0,0.29457364341085274
259,1.0,0.2972972972972973
260,-1.0,0.29615384615384616
261,0.0,0.2950191570881226
262,-1.0,0.29389312977099236
263,-1.0,0.29277566539923955
264,-1.0,0.2916666666666667
265,-1.0,0.29056603773584905
266,-1.0,0.2894736842105263
267,-1.0,0.2883895131086142
268,1.0,0.291044776119403
269,1.0,0.2936802973977695
270,1.0,0.2962962962962963
271,-1.0,0.2952029520295203
272,1.0,0.2977941176470588
273,-1.0,0.2967032967032967
274,-1.0,0.2956204379562044
275,1.0,0.29818181818181816
276,0.0,0.2971014492753623
277,-1.0,0.296028880866426
278,-1.0,0.2949640287769784
279,-1.0,0.2939068100358423
280,1.0,0.29642857142857143
281,-1.0,0.29537366548042704
282,1.0,0.2978723404255319
283,-1.0,0.2968197879858657
284,0.0,0.29577464788732394
285,1.0,0.2982456140350877
286,-1.0,0.2972027972027972
287,1.0,0.29965156794425085
288,1.0,0.3020833333333333
289,-1.0,0.30103806228373703
290,-1.0,0.3
291,0.0,0.29896907216494845
292,-1.0,0.2979452054794521
293,-1.0,0.29692832764505117
294,1.0,0.29931972789115646
295,-1.0,0.2983050847457627
296,-1.0,0.2972972972972973
297,-1.0,0.2962962962962963
298,-1.0,0.2953020134228188
299,0.0,0.29431438127090304
300,-1.0,0.29333333333333333
301,-1.0,0.292358803986711
302,-1.0,0.2913907284768212
303,1.0,0.29372937293729373
304,-1.0,0.29276315789473684
305,1.0,0.29508196721311475
306,1.0,0.2973856209150327
307,-1.0,0.2964169381107492
308,-1.0,0.29545454545454547
309,1.0,0.2977346278317152
310,-1.0,0.2967741935483871
311,1.0,0.2990353697749196
312,1.0,0.30128205128205127
313,-1.0,0.3003194888178914
314,-1.0,0.29936305732484075
315,-1.0,0.2984126984126984
316,-1.0,0.2974683544303797
317,1.0,0.2996845425867508
318,-1.0,0.29874213836477986
319,-1.0,0.29780564263322884
320,1.0,0.3
321,-1.0,0.29906542056074764
322,1.0,0.30124223602484473
323,-1.0,0.30030959752321984
324,-1.0,0.2993827160493827
325,-1.0,0.29846153846153844
326,1.0,0.3006134969325153
327,1.0,0.30275229357798167
328,-1.0,0.3018292682926829
329,-1.0,0.3009118541033435
330,0.0,0.3
331,-1.0,0.2990936555891239
332,-1.0,0.29819277108433734
333,1.0,0.3003003003003003
334,1.0,0.3023952095808383
335,1.0,0.3044776119402985
336,-1.0,0.30357142857142855
337,1.0,0.3056379821958457
338,-1.0,0.3047337278106509
339,-1.0,0.30383480825958703
340,-1.0,0.3029411764705882
341,-1.0,0.3020527859237537
342,-1.0,0.30116959064327486
343,-1.0,0.30029154518950435
344,-1.0,0.29941860465116277
345,-1.0,0.2985507246376812
346,0.0,0.2976878612716763
347,-1.0,0.2968299711815562
348,1.0,0.2988505747126437
349,1.0,0.3008595988538682
350,-1.0,0.3
351,-1.0,0.29914529914529914
352,-1.0,0.29829545454545453
353,1.0,0.3002832861189802
354,-1.0,0.2994350282485876
355,1.0,0.30140845070422534
356,-1.0,0.300561797752809
357,1.0,0.3025210084033613
358,-1.0,0.3016759776536313
359,1.0,0.30362116991643456
360,-1.0,0.30277777777777776
361,-1.0,0.30193905817174516
362,1.0,0.30386740331491713
363,0.0,0.30303030303030304
364,1.0,0.30494505494505497
365,1.0,0.30684931506849317
366,-1.0,0.30601092896174864
367,1.0,0.3079019073569482
368,-1.0,0.3070652173913043
369,1.0,0.3089430894308943
370,-1.0,0.3081081081081081
371,-1.0,0.30727762803234504
372,1.0,0.30913978494623656
373,-1.0,0.30831099195710454
374,-1.0,0.3074866310160428
375,-1.0,0.30666666666666664
376,1.0,0.30851063829787234
377,-1.0,0.3076923076923077
378,1.0,0.30952380952380953
379,-1.0,0.3087071240105541
380,-1.0,0.3078947368421053
381,-1.0,0.30708661417322836
382,-1.0,0.306282722513089
383,-1.0,0.30548302872062666
384,1.0,0.3072916666666667
385,-1.0,0.3064935064935065
386,1.0,0.3082901554404145
387,-1.0,0.30749354005167956
388,-1.0,0.30670103092783507
389,-1.0,0.3059125964010283
390,-1.0,0.30512820512820515
391,-1.0,0.30434782608695654
392,1.0,0.30612244897959184
393,-1.0,0.3053435114503817
394,1.0,0.30710659898477155
395,1.0,0.30886075949367087
396,1.0,0.3106060606060606
397,-1.0,0.30982367758186397
398,-1.0,0.30904522613065327
399,-1.0,0.3082706766917293
400,-1.0,0.3075
401,1.0,0.3092269326683292
402,-1.0,0.30845771144278605
403,-1.0,0.3076923076923077
404,-1.0,0.3069306930693069
405,-1.0,0.30617283950617286
406,-1.0,0.3054187192118227
407,0.0,0.3046683046683047
408,1.0,0.30637254901960786
409,1.0,0.3080684596577017
410,1.0,0.3097560975609756
411,1.0,0.31143552311435524
412,-1.0,0.3106796116504854
413,1.0,0.31234866828087166
414,-1.0,0.3115942028985507
415,-1.0,0.3108433734939759
416,-1.0,0.31009615384615385
417,1.0,0.3117505995203837
418,-1.0,0.31100478468899523
419,-1.0,0.31026252983293556
420,-1.0,0.30952380952380953
421,-1.0,0.3087885985748218
422,-1.0,0.3080568720379147
423,-1.0,0.3073286052009456
424,-1.0,0.30660377358490565
425,-1.0,0.3058823529411765
426,-1.0,0.3051643192488263
427,-1.0,0.3044496487119438
428,-1.0,0.3037383177570093
429,-1.0,0.30303030303030304
430,-1.0,0.3023255813953488
431,-1.0,0.30162412993039445
432,-1.0,0.30092592592592593
433,-1.0,0.3002309468822171
434,-1.0,0.2995391705069124
435,-1.0,0.2988505747126437
436,-1.0,0.2981651376146789
437,-1.0,0.2974828375286041
438,-1.0,0.2968036529680365
439,1.0,0.2984054669703872
440,1.0,0.3
441,1.0,0.30158730158730157
442,-1.0,0.3009049773755656
443,-1.0,0.3002257336343115
444,1.0,0.30180180180180183
445,1.0,0.30337078651685395
446,-1.0,0.30269058295964124
447,-1.0,0.30201342281879195
448,-1.0,0.3013392857142857
449,-1.0,0.30066815144766146
450,-1.0,0.3
451,-1.0,0.29933481152993346
452,-1.0,0.29867256637168144
453,-1.0,0.2980132450331126
454,-1.0,0.2973568281938326
455,-1.0,0.2967032967032967
456,-1.0,0.29605263157894735
457,-1.0,0.29540481400437635
458,1.0,0.29694323144104806
459,-1.0,0.2962962962962963
460,-1.0,0.2956521739130435
461,1.0,0.29718004338394793
462,-1.0,0.29653679653679654
463,-1.0,0.2958963282937365
464,-1.0,0.2952586206896552
465,-1.0,0.2946236559139785
466,1.0,0.296137339055794
467,1.0,0.29764453961456105
468,-1.0,0.297008547008547
469,-1.0,0.29637526652452023
470,-1.0,0.2957446808510638
471,1.0,0.29723991507430997
472,-1.0,0.2966101694915254
473,-1.0,0.2959830866807611
474,-1.0,0.29535864978902954
475,-1.0,0.29473684210526313
476,1.0,0.296218487394958
477,1.0,0.2976939203354298
478,-1.0,0.29707112970711297
479,-1.0,0.2964509394572025
480,-1.0,0.29583333333333334
481,1.0,0.2972972972972973
482,-1.0,0.2966804979253112
483,1.0,0.2981366459627329
484,1.0,0.29958677685950413
485,-1.0,0.29896907216494845
486,1.0,0.3004115226337449
487,-1.0,0.2997946611909651
488,1.0,0.3012295081967213
489,-1.0,0.3006134969325153
490,1.0,0.3020408163265306
491,-1.0,0.3014256619144603
492,-1.0,0.3008130081300813
493,0.0,0.3002028397565923
494,1.0,0.3016194331983806
495,-1.0,0.301010101010101
496,1.0,0.3024193548387097
497,-1.0,0.30181086519114686
498,-1.0,0.30120481927710846
499,-1.0,0.30060120240480964
500,-1.0,0.3
501,1.0,0.3013972055888224
502,1.0,0.30278884462151395
503,-1.0,0.30218687872763417
504,1.0,0.30357142857142855
505,0.0,0.30297029702970296
506,-1.0,0.30237154150197626
507,-1.0,0.30177514792899407
508,-1.0,0.30118110236220474
509,-1.0,0.3005893909626719
510,-1.0,0.3
511,-1.0,0.299412915851272
512,1.0,0.30078125
513,1.0,0.30214424951267055
514,-1.0,0.301556420233463
515,0.0,0.30097087378640774
516,1.0,0.3023255813953488
517,1.0,0.3036750483558994
518,1.0,0.305019305019305
519,-1.0,0.3044315992292871
520,-1.0,0.3038461538461538
521,-1.0,0.30326295585412666
522,-1.0,0.30268199233716475
523,1.0,0.30401529636711283
524,1.0,0.3053435114503817
525,1.0,0.30666666666666664
526,-1.0,0.3060836501901141
527,-1.0,0.3055028462998102
528,-1.0,0.30492424242424243
529,-1.0,0.30434782608695654
530,1.0,0.30566037735849055
531,-1.0,0.3050847457627119
532,1.0,0.30639097744360905
533,1.0,0.3076923076923077
534,-1.0,0.30711610486891383
535,1.0,0.308411214953271
536,1.0,0.30970149253731344
537,-1.0,0.3091247672253259
538,1.0,0.3104089219330855
539,-1.0,0.3098330241187384
540,1.0,0.3111111111111111
541,1.0,0.3123844731977819
542,-1.0,0.3118081180811808
543,1.0,0.31307550644567217
544,-1.0,0.3125
545,1.0,0.3137614678899083
546,-1.0,0.3131868131868132
547,-1.0,0.3126142595978062
548,-1.0,0.31204379562043794
549,-1.0,0.3114754098360656
550,-1.0,0.3109090909090909
551,-1.0,0.3103448275862069
552,1.0,0.3115942028985507
553,1.0,0.3128390596745027
554,1.0,0.3140794223826715
555,-1.0,0.31351351351351353
556,0.0,0.3129496402877698
557,-1.0,0.3123877917414722
558,-1.0,0.3118279569892473
559,-1.0,0.3112701252236136
560,-1.0,0.3107142857142857
561,0.0,0.31016042780748665
562,-1.0,0.3096085409252669
563,0.0,0.30905861456483125
564,1.0,0.3102836879432624
565,1.0,0.31150442477876106
566,1.0,0.3127208480565371
567,-1.0,0.31216931216931215
568,1.0,0.31338028169014087
569,-1.0,0.31282952548330406
570,-1.0,0.312280701754386
571,1.0,0.3134851138353765
572,-1.0,0.3129370629370629
573,-1.0,0.31239092495637
574,-1.0,0.3118466898954704
575,0.0,0.31130434782608696
576,-1.0,0.3107638888888889
577,-1.0,0.31022530329289427
578,1.0,0.31141868512110726
579,1.0,0.3126079447322971
580,1.0,0.3137931034482759
581,-1.0,0.3132530120481928
582,1.0,0.31443298969072164
583,-1.0,0.313893653516295
584,-1.0,0.3133561643835616
585,1.0,0.3145299145299145
586,-1.0,0.31399317406143346
587,1.0,0.3151618398637138
588,-1.0,0.31462585034013607
589,-1.0,0.3140916808149406
590,1.0,0.3152542372881356
591,1.0,0.3164128595600677
592,1.0,0.31756756756756754
593,1.0,0.31871838111298484
594,1.0,0.31986531986531985
595,-1.0,0.31932773109243695
596,1.0,0.32046979865771813
597,0.0,0.31993299832495814
598,-1.0,0.3193979933110368
599,1.0,0.32053422370617696
600,-1.0,0.32
601,-1.0,0.3194675540765391
602,-1.0,0.31893687707641194
603,-1.0,0.31840796019900497
604,1.0,0.3195364238410596
605,1.0,0.32066115702479336
606,1.0,0.3217821782178218
607,0.0,0.3212520593080725
608,-1.0,0.3207236842105263
609,0.0,0.32019704433497537
610,-1.0,0.319672131147541
611,1.0,0.32078559738134205
612,1.0,0.32189542483660133
613,-1.0,0.32137030995106036
614,-1.0,0.32084690553745926
615,-1.0,0.3203252032520325
616,-1.0,0.3198051948051948
617,1.0,0.3209076175040519
618,1.0,0.3220064724919094
619,1.0,0.32310177705977383
620,-1.0,0.3225806451612903
621,1.0,0.32367149758454106
622,-1.0,0.32315112540192925
623,0.0,0.32263242375601925
624,-1.0,0.32211538461538464
625,1.0,0.3232
626,1.0,0.3242811501597444
627,1.0,0.3253588516746411
628,-1.0,0.3248407643312102
629,1.0,0.32591414944356123
630,-1.0,0.3253968253968254
631,-1.0,0.3248811410459588
632,1.0,0.3259493670886076
633,0.0,0.325434439178515
634,-1.0,0.3249211356466877
635,1.0,0.32598425196850395
636,-1.0,0.32547169811320753
637,-1.0,0.3249607535321821
638,1.0,0.32601880877742945
639,1.0,0.3270735524256651
640,-1.0,0.3265625
641,-1.0,0.32605304212168484
642,1.0,0.32710280373831774
643,-1.0,0.3265940902021773
644,-1.0,0.32608695652173914
645,1.0,0.3271317829457364
646,-1.0,0.326625386996904
647,1.0,0.3276661514683153
648,1.0,0.3287037037037037
649,-1.0,0.32819722650231126
650,-1.0,0.32769230769230767
651,-1.0,0.3271889400921659
652,1.0,0.3282208588957055
653,1.0,0.32924961715160794
654,-1.0,0.3287461773700306
655,-1.0,0.3282442748091603
656,-1.0,0.3277439024390244
657,-1.0,0.3272450532724505
658,-1.0,0.32674772036474165
659,0.0,0.3262518968133536
660,-1.0,0.32575757575757575
661,-1.0,0.32526475037821484
662,-1.0,0.324773413897281
663,-1.0,0.32428355957767724
664,0.0,0.32379518072289154
665,-1.0,0.3233082706766917
666,1.0,0.32432432432432434
667,-1.0,0.3238380809595202
668,-1.0,0.32335329341317365
669,-1.0,0.32286995515695066
670,1.0,0.3238805970149254
671,-1.0,0.323397913561848
672,1.0,0.3244047619047619
673,-1.0,0.32392273402674593
674,-1.0,0.32344213649851633
675,1.0,0.3244444444444444
676,1.0,0.3254437869822485
677,-1.0,0.3249630723781389
678,-1.0,0.32448377581120946
679,0.0,0.3240058910162003
680,-1.0,0.3235294117647059
681,-1.0,0.32305433186490456
682,-1.0,0.3225806451612903
683,-1.0,0.32210834553440704
684,-1.0,0.3216374269005848
685,1.0,0.32262773722627736
686,-1.0,0.32215743440233235
687,1.0,0.3231441048034934
688,-1.0,0.3226744186046512
689,-1.0,0.32220609579100146
690,-1.0,0.3217391304347826
691,-1.0,0.32127351664254705
692,1.0,0.3222543352601156
693,-1.0,0.3217893217893218
694,1.0,0.3227665706051873
695,1.0,0.3237410071942446
696,-1.0,0.3232758620689655
697,-1.0,0.32281205164992827
698,1.0,0.3237822349570201
699,-1.0,0.32331902718168815
700,1.0,0.3242857142857143
701,1.0,0.3252496433666191
702,1.0,0.3262108262108262
703,1.0,0.32716927453769556
704,-1.0,0.32670454545454547
705,-1.0,0.3262411347517731
706,-1.0,0.32577903682719545
707,-1.0,0.32531824611032534
708,-1.0,0.3248587570621469
709,-1.0,0.3244005641748942
710,1.0,0.32535211267605635
711,-1.0,0.32489451476793246
712,1.0,0.3258426966292135
713,-1.0,0.32538569424964936
714,-1.0,0.32492997198879553
715,-1.0,0.32447552447552447
716,-1.0,0.3240223463687151
717,1.0,0.32496513249651326
718,-1.0,0.3245125348189415
719,-1.0,0.3240611961057024
720,1.0,0.325
721,1.0,0.3259361997226075
722,-1.0,0.3254847645429363
723,-1.0,0.32503457814661135
724,-1.0,0.324585635359116
725,-1.0,0.32413793103448274
726,-1.0,0.3236914600550964
727,1.0,0.3246217331499312
728,-1.0,0.3241758241758242
729,0.0,0.32373113854595337
730,1.0,0.32465753424657534
731,-1.0,0.32421340629274964
732,-1.0,0.3237704918032787
733,1.0,0.3246930422919509
734,-1.0,0.3242506811989101
735,1.0,0.3251700680272109
736,-1.0,0.32472826086956524
737,1.0,0.3256445047489824
738,1.0,0.3265582655826558
739,0.0,0.3261163734776725
740,1.0,0.327027027027027
741,-1.0,0.3265856950067476
742,-1.0,0.3261455525606469
743,1.0,0.32705248990578734
744,-1.0,0.32661290322580644
745,-1.0,0.3261744966442953
746,1.0,0.32707774798927614
747,1.0,0.3279785809906292
748,-1.0,0.32754010695187163
749,0.0,0.32710280373831774
750,1.0,0.328
751,-1.0,0.32756324900133155
752,1.0,0.32845744680851063
753,1.0,0.3293492695883134
754,1.0,0.3302387267904509
755,1.0,0.33112582781456956
756,1.0,0.33201058201058203
757,-1.0,0.33157199471598414
758,1.0,0.3324538258575198
759,0.0,0.33201581027667987
760,-1.0,0.33157894736842103
761,-1.0,0.3311432325886991
762,1.0,0.3320209973753281
763,1.0,0.3328964613368283
764,1.0,0.3337696335078534
765,0.0,0.3333333333333333
766,-1.0,0.3328981723237598
767,-1.0,0.3324641460234681
768,1.0,0.3333333333333333
769,-1.0,0.3328998699609883
770,-1.0,0.33246753246753247
771,-1.0,0.3320363164721141
772,1.0,0.3329015544041451
773,1.0,0.33376455368693403
774,1.0,0.33462532299741604
775,1.0,0.33548387096774196
776,-1.0,0.33505154639175255
777,1.0,0.3359073359073359
778,-1.0,0.33547557840616965
779,-1.0,0.33504492939666236
780,-1.0,0.3346153846153846
781,-1.0,0.33418693982074266
782,-1.0,0.3337595907928389
783,-1.0,0.3333333333333333
784,0.0,0.33290816326530615
785,1.0,0.33375796178343947
786,-1.0,0.3333333333333333
787,1.0,0.3341804320203304
788,-1.0,0.33375634517766495
789,-1.0,0.3333333333333333
790,-1.0,0.3329113924050633
791,1.0,0.33375474083438683
792,1.0,0.3345959595959596
793,1.0,0.3354350567465322
794,1.0,0.336272040302267
795,-1.0,0.33584905660377357
796,-1.0,0.33542713567839194
797,-1.0,0.33500627352572143
798,-1.0,0.33458646616541354
799,1.0,0.3354192740926158
800,1.0,0.33625
801,1.0,0.33707865168539325
802,-1.0,0.33665835411471323
803,-1.0,0.33623910336239105
804,1.0,0.3370646766169154
805,1.0,0.337888198757764
806,-1.0,0.337468982630273
807,1.0,0.3382899628252788
808,1.0,0.33910891089108913
809,-1.0,0.33868974042027195
810,-1.0,0.33827160493827163
811,-1.0,0.33785450061652283
812,1.0,0.33866995073891626
813,-1.0,0.33825338253382536
814,-1.0,0.33783783783783783
815,-1.0,0.3374233128834356
816,-1.0,0.33700980392156865
817,-1.0,0.33659730722154224
818,-1.0,0.33618581907090467
819,1.0,0.336996336996337
820,1.0,0.3378048780487805
821,0.0,0.3373934226552984
822,1.0,0.3381995133819951
823,-1.0,0.3377885783718105
824,1.0,0.33859223300970875
825,1.0,0.3393939393939394
826,1.0,0.34019370460048426
827,-1.0,0.33978234582829503
828,-1.0,0.3393719806763285
829,1.0,0.3401688781664656
830,-1.0,0.3397590361445783
831,-1.0,0.33935018050541516
832,-1.0,0.3389423076923077
833,1.0,0.3397358943577431
834,1.0,0.3405275779376499
835,-1.0,0.3401197604790419
836,-1.0,0.3397129186602871
837,0.0,0.33930704898446834
838,-1.0,0.33890214797136037
839,1.0,0.3396901072705602
840,-1.0,0.3392857142857143
841,-1.0,0.3388822829964328
842,1.0,0.33966745843230406
843,0.0,0.33926453143534996
844,-1.0,0.33886255924170616
845,-1.0,0.3384615384615385
846,-1.0,0.3380614657210402
847,-1.0,0.33766233766233766
848,-1.0,0.33726415094339623
849,1.0,0.3380447585394582
850,1.0,0.3388235294117647
851,1.0,0.3396004700352526
852,1.0,0.3403755868544601
853,1.0,0.34114888628370454
854,1.0,0.34192037470725994
855,-1.0,0.34152046783625734
856,-1.0,0.3411214953271028
857,-1.0,0.34072345390898484
858,1.0,0.3414918414918415
859,-1.0,0.3410942956926659
860,-1.0,0.34069767441860466
861,0.0,0.3403019744483159
862,1.0,0.34106728538283065
863,1.0,0.34183082271147164
864,1.0,0.3425925925925926
865,1.0,0.34335260115606936
866,1.0,0.3441108545034642
867,1.0,0.34486735870818913
868,0.0,0.3444700460829493
869,-1.0,0.3440736478711162
870,-1.0,0.34367816091954023
871,-1.0,0.34328358208955223
872,-1.0,0.34288990825688076
873,-1.0,0.3424971363115693
874,1.0,0.34324942791762014
875,1.0,0.344
876,-1.0,0.3436073059360731
877,-1.0,0.34321550741163054
878,1.0,0.3439635535307517
879,-1.0,0.3435722411831627
880,-1.0,0.3431818181818182
881,1.0,0.3439273552780931
882,-1.0,0.3435374149659864
883,-1.0,0.3431483578708947
884,1.0,0.3438914027149321
885,-1.0,0.34350282485875705
886,-1.0,0.3431151241534989
887,-1.0,0.342728297632469
888,-1.0,0.34234234234234234
889,-1.0,0.34195725534308213
890,1.0,0.34269662921348315
891,1.0,0.3434343434343434
892,1.0,0.34417040358744394
893,-1.0,0.3437849944008959
894,-1.0,0.3434004474272931
895,-1.0,0.34301675977653634
896,1.0,0.34375
897,1.0,0.34448160535117056
898,1.0,0.34521158129175944
899,1.0,0.3459399332591769
900,1.0,0.3466666666666667
901,-1.0,0.3462819089900111
902,1.0,0.34700665188470065
903,0.0,0.34662236987818384
904,-1.0,0.34623893805309736
905,-1.0,0.34585635359116024
906,-1.0,0.3454746136865342
907,-1.0,0.34509371554575524
908,1.0,0.3458149779735683
909,-1.0,0.34543454345434543
910,-1.0,0.34505494505494505
911,1.0,0.34577387486278816
912,1.0,0.34649122807017546
