episode,reward,win_rate
913,-1.0,0.34611171960569553
914,-1.0,0.34573304157549234
915,-1.0,0.3453551912568306
916,-1.0,0.34497816593886466
917,-1.0,0.3446019629225736
918,1.0,0.3453159041394335
919,-1.0,0.34494015233949943
920,-1.0,0.34456521739130436
921,1.0,0.34527687296416937
922,1.0,0.34598698481561824
923,1.0,0.3466955579631636
924,-1.0,0.3463203463203463
925,1.0,0.34702702702702704
926,-1.0,0.3466522678185745
927,-1.0,0.34627831715210355
928,-1.0,0.3459051724137931
929,-1.0,0.3455328310010764
930,1.0,0.34623655913978496
931,0.0,0.3458646616541353
932,-1.0,0.34549356223175964
933,-1.0,0.34512325830653806
934,1.0,0.34582441113490364
935,1.0,0.34652406417112297
936,1.0,0.3472222222222222
937,-1.0,0.3468516542155816
938,-1.0,0.3464818763326226
939,-1.0,0.34611288604898827
940,-1.0,0.34574468085106386
941,-1.0,0.34537725823591925
942,-1.0,0.34501061571125263
943,-1.0,0.344644750795334
944,-1.0,0.3442796610169492
945,-1.0,0.3439153439153439
946,-1.0,0.34355179704016914
947,-1.0,0.34318901795142553
948,-1.0,0.34282700421940926
949,-1.0,0.3424657534246575
950,1.0,0.3431578947368421
951,-1.0,0.34279705573080965
952,-1.0,0.34243697478991597
953,1.0,0.34312696747114374
954,-1.0,0.34276729559748426
955,-1.0,0.3424083769633508
956,1.0,0.34309623430962344
957,-1.0,0.34273772204806685
958,1.0,0.34342379958246344
959,1.0,0.34410844629822734
960,-1.0,0.34375
961,0.0,0.3433922996878252
962,-1.0,0.34303534303534305
963,-1.0,0.3426791277258567
964,-1.0,0.34232365145228216
965,-1.0,0.34196891191709844
966,1.0,0.34265010351966874
967,1.0,0.34332988624612204
968,0.0,0.34297520661157027
969,1.0,0.34365325077399383
970,1.0,0.3443298969072165
971,-1.0,0.34397528321318227
972,-1.0,0.3436213991769547
973,-1.0,0.3432682425488181
974,-1.0,0.34291581108829566
975,-1.0,0.3425641025641026
976,1.0,0.3432377049180328
977,-1.0,0.3428863868986694
978,-1.0,0.3425357873210634
979,-1.0,0.3421859039836568
980,0.0,0.34183673469387754
981,-1.0,0.3414882772680938
982,1.0,0.3421588594704684
983,-1.0,0.34181078331637843
984,-1.0,0.34146341463414637
985,0.0,0.3411167512690355
986,-1.0,0.3407707910750507
987,-1.0,0.3404255319148936
988,1.0,0.3410931174089069
989,1.0,0.3417593528816987
990,-1.0,0.3414141414141414
991,-1.0,0.3410696266397578
992,1.0,0.34173387096774194
993,-1.0,0.3413897280966767
994,1.0,0.3420523138832998
995,0.0,0.3417085427135678
996,-1.0,0.3413654618473896
997,1.0,0.3420260782347041
998,-1.0,0.34168336673346694
999,1.0,0.34234234234234234
1000,0.0,0.342
